window,endmember,rank,mineral,chapter,angle_deg,gap_to_next,library_median_deg,endmember_max_depth,cuprite_reported,flag
SWIR,7,3,s07_AV97_Alunite0.5+Kaol_KGa-1_AMX3_NIC4bbb_AREF,ChapterS_SoilsAndMixtures,9.114772933469197,,61.973737489868235,0.28308877854843295,True,
SWIR,8,1,s07_AV97_Chalcedony_CU91-6A_XRD_NIC4aa_RREF,ChapterM_Minerals,14.38741818002167,0.9105813663414466,49.247078164820934,0.07522406667915404,True,
SWIR,8,2,s07_AV97_Albite_HS324.1B_Plagioclase_ASDFRc_AREF,ChapterM_Minerals,15.297999546363117,,49.247078164820934,0.07522406667915404,False,
SWIR,8,3,s07_AV97_Chert_ANP90-6D_(White)_BECKa_AREF,ChapterM_Minerals,15.97791194423792,,49.247078164820934,0.07522406667915404,False,
SWIR,9,1,s07_AV97_Montmorillonite-Na_CU93-52A_BECKc_AREF,ChapterS_SoilsAndMixtures,15.964138748048578,0.0,56.52529521700361,0.057667901786254805,True,
SWIR,9,2,s07_AV97_Stonewall_Playa_CU93-52A_a11_BECKa_AREF,ChapterS_SoilsAndMixtures,15.964138748048578,,56.52529521700361,0.057667901786254805,False,
SWIR,9,3,s07_AV97_Acid_Mine_Dr_Assemb2-Fe3+_ASDFRb_AREF,ChapterS_SoilsAndMixtures,19.440643720090986,,56.52529521700361,0.057667901786254805,False,
SWIR,10,1,s07_AV97_Alunite_GDS82_Na82_BECKb_AREF,ChapterM_Minerals,16.13377752203947,0.0007035805759194602,58.42361844211159,0.19678114781596112,True,
SWIR,10,2,s07_AV97_Alunite0.66K+.34Na_CU91-217A_NIC4b_RREF,ChapterS_SoilsAndMixtures,16.13448110261539,,58.42361844211159,0.19678114781596112,True,
SWIR,10,3,s07_AV97_Rivadavite_NMNH170164_BECKa_AREF,ChapterM_Minerals,16.391104063843805,,58.42361844211159,0.19678114781596112,False,
SWIR,11,1,s07_AV97_Pyrite_HS35.3_NIC4cc_RREF,ChapterM_Minerals,38.788698685996515,1.739260117012698,62.3864383736735,0.05662614229020424,False,
SWIR,11,2,s07_AV97_Coquimbite_GDS22_BECKc_AREF,ChapterM_Minerals,40.52795880300921,,62.3864383736735,0.05662614229020424,False,
SWIR,11,3,s07_AV97_Olivine_GDS70.a_Fo89_165um_NIC4bbb_RREF,ChapterM_Minerals,40.79947407951259,,62.3864383736735,0.05662614229020424,False,
SWIR,12,1,s07_AV97_Carbon_Black_GDS68_ASDFRa_AREF,ChapterM_Minerals,39.87958021802756,1.6060143319534959,59.00066915437683,0.025290651582347334,False,
SWIR,12,2,s07_AV97_Basalt_fresh_BR93-46B_BECKb_AREF,ChapterS_SoilsAndMixtures,41.48559454998106,,59.00066915437683,0.025290651582347334,False,
SWIR,12,3,s07_AV97_Bytownite_HS106.3B_Plagio_BECKc_AREF,ChapterM_Minerals,42.193512342052614,,59.00066915437683,0.025290651582347334,False,
VNIR,1,1,s07_AV97_Phlogopite_Sand_Mix_BR93-20_BECKa_AREF,ChapterS_SoilsAndMixtures,40.95158995160842,0.19878026379472402,59.84304635096674,0.019371752161067013,False,FEATURELESS - ID unreliable
VNIR,1,2,s07_AV97_Xenotime_GDS966_Iveland_REE_ASDFRa_AREF,ChapterM_Minerals,41.15037021540314,,59.84304635096674,0.019371752161067013,False,FEATURELESS - ID unreliable
VNIR,1,3,s07_AV97_Sand_DWO-3-DEL2ar1_no_oil_ASDFRa_AREF,ChapterS_SoilsAndMixtures,41.69301595552988,,59.84304635096674,0.019371752161067013,False,FEATURELESS - ID unreliable
VNIR,2,1,s07_AV97_Siderite_HS271.4B_ASDFRa_AREF,ChapterM_Minerals,20.72605223696051,0.7118496290247975,45.79440987456079,0.08462670597842437,False,
VNIR,2,2,s07_AV97_Goethite_WS220_BECKc_AREF,ChapterM_Minerals,21.437901865985307,,45.79440987456079,0.08462670597842437,True,
VNIR,2,3,s07_AV97_Chlorite_Phyllite_CU91-238A_BECKb_AREF,ChapterS_SoilsAndMixtures,22.291047992675885,,45.79440987456079,0.08462670597842437,False,
VNIR,3,1,s07_AV97_Hematitic_Alt._Tuff_CU91-223_ASDFRb_AREF,ChapterS_SoilsAndMixtures,8.950211719542347,0.07932632888031144,61.94544312965695,0.32657683058337905,False,
VNIR,3,2,s07_AV97_Hematite_GDS27_BECKa_AREF,ChapterM_Minerals,9.029538048422658,,61.94544312965695,0.32657683058337905,True,
VNIR,3,3,s07_AV97_Alun_Na+Kaol+Hemat_MV00-11a_ASDFRc_AREF,ChapterS_SoilsAndMixtures,15.30923678606325,,61.94544312965695,0.32657683058337905,False,
VNIR,4,1,s07_AV97_Sand_DWO-3-DEL2ar1_no_oil_ASDFRa_AREF,ChapterS_SoilsAndMixtures,28.786955470221834,1.6953851159235853,54.165106237760085,0.03957547353078916,False,
VNIR,4,2,s07_AV97_Rectorite_RAr-1_BECKd_AREF,ChapterM_Minerals,30.48234058614542,,54.165106237760085,0.03957547353078916,False,
VNIR,4,3,s07_AV97_Kaolin-Smect_KLF511_.12Kaol_BECKb_AREF,ChapterS_SoilsAndMixtures,31.552865873867603,,54.165106237760085,0.03957547353078916,True,
VNIR,5,1,s07_AV97_Montmorillonite-Na_CU93-52A_BECKc_AREF,ChapterS_SoilsAndMixtures,11.330504856926574,0.0,67.34404388210106,0.0838520199945405,True,
VNIR,5,2,s07_AV97_Stonewall_Playa_CU93-52A_a11_BECKa_AREF,ChapterS_SoilsAndMixtures,11.330504856926574,,67.34404388210106,0.0838520199945405,False,
VNIR,5,3,s07_AV97_Gibbsite_HS423.2B_ASDFRb_AREF,ChapterM_Minerals,16.774511027604447,,67.34404388210106,0.0838520199945405,False,
VNIR,6,1,s07_AV97_Kaolin_Smect_H89-FR-5_.3Kaol_BECKb_AREF,ChapterS_SoilsAndMixtures,19.027817635375737,0.2590347551951666,48.92024605316623,0.06099698059670655,True,
VNIR,6,2,s07_AV97_Chromite_HS281.4B_ASDFRc_AREF,ChapterM_Minerals,19.286852390570903,,48.92024605316623,0.06099698059670655,False,
VNIR,6,3,s07_AV97_Kalun+kaol+gth_mv2-ar3_ASDFRb_AREF,ChapterS_SoilsAndMixtures,19.79959890148343,,48.92024605316623,0.06099698059670655,False,
VNIR,7,1,s07_AV97_Kaolinite_KGa-2_(pxl)_ASDNGb_AREF,ChapterM_Minerals,24.533313409029255,1.4577148827109987,60.34138339350645,0.03348026391269321,True,
VNIR,7,2,s07_AV97_Gibbsite_WS214_BECKb_AREF,ChapterM_Minerals,25.991028291740253,,60.34138339350645,0.03348026391269321,False,
VNIR,7,3,s07_AV97_Endellite_GDS16_BECKb_AREF,ChapterM_Minerals,27.00396252212814,,60.34138339350645,0.03348026391269321,False,
VNIR,8,1,s07_AV97_Opalized_Tuff_CU00-15E_ASDFRb_AREF,ChapterS_SoilsAndMixtures,22.611539318704914,0.18632604439296685,70.68699734742361,0.05101688397305626,True,
VNIR,8,2,s07_AV97_Montmorillonite-Na_CU93-52A_BECKc_AREF,ChapterS_SoilsAndMixtures,22.79786536309788,,70.68699734742361,0.05101688397305626,True,
VNIR,8,3,s07_AV97_Stonewall_Playa_CU93-52A_a11_BECKa_AREF,ChapterS_SoilsAndMixtures,22.79786536309788,,70.68699734742361,0.05101688397305626,False,
VNIR,9,1,s07_AV97_Montmorillonite-Na_CU93-52A_BECKc_AREF,ChapterS_SoilsAndMixtures,5.600714746193304,0.0,70.79894912264116,0.08720819347254183,True,
VNIR,9,2,s07_AV97_Stonewall_Playa_CU93-52A_a11_BECKa_AREF,ChapterS_SoilsAndMixtures,5.600714746193304,,70.79894912264116,0.08720819347254183,False,
VNIR,9,3,s07_AV97_Almandine_WS477_Garnet_BECKb_AREF,ChapterM_Minerals,16.23903821349514,,70.79894912264116,0.08720819347254183,False,
VNIR,10,1,s07_AV97_Goeth+qtz.5+Jarosite.5_AMX11_BECKb_AREF,ChapterS_SoilsAndMixtures,11.791604848133087,0.689704330827567,43.509874556894864,0.17146272514369287,True,
VNIR,10,2,s07_AV97_Hematite_GDS69.a_150-250u_BECKb_AREF,ChapterM_Minerals,12.481309178960654,,43.509874556894864,0.17146272514369287,True,
VNIR,10,3,s07_AV97_Gyp+jar+ill_BRCM1_Marysvale_ASDFRb_AREF,ChapterS_SoilsAndMixtures,13.806918581256225,,43.509874556894864,0.17146272514369287,False,
VNIR,11,1,s07_AV97_Gibbsite_HS423.2B_ASDFRb_AREF,ChapterM_Minerals,25.145517254823748,1.2134694102003998,63.67976301742186,0.07840998520304954,False,
VNIR,11,2,s07_AV97_Opalized_Tuff_CU00-15E_ASDFRb_AREF,ChapterS_SoilsAndMixtures,26.358986665024148,,63.67976301742186,0.07840998520304954,True,
VNIR,11,3,s07_AV97_Montmorillonite-Na_CU93-52A_BECKc_AREF,ChapterS_SoilsAndMixtures,26.832682456984205,,63.67976301742186,0.07840998520304954,True,
VNIR,12,1,s07_AV97_Gibbsite_HS423.2B_ASDFRb_AREF,ChapterM_Minerals,19.130786574473813,1.2734890685541131,56.303990547421165,0.0814158198100593,False,
VNIR,12,2,s07_AV97_Kaolin_Smect_H89-FR-5_.3Kaol_BECKb_AREF,ChapterS_SoilsAndMixtures,20.404275643027926,,56.303990547421165,0.0814158198100593,True,
VNIR,12,3,s07_AV97_Kaol_wxl+others_CU00-19A_ASDFRb_AREF,ChapterS_SoilsAndMixtures,23.121522598520265,,56.303990547421165,0.0814158198100593,False,
